Title,Author,Barcode,"Item number (internal)","Permanent library","Shelving location","Call number","Not for loan","Lost status","Damaged status","Withdrawn status","Inventory number"
"Touchpebbles, Volume A: Texts for Discussion ","Comber, Geoffrey",4575,4629,1,Storage,,,,,,,
"Touchpebbles, Volume A: Texts for Discussion ","Comber, Geoffrey",4576,4630,1,Storage,,,,,,,
"Touchpebbles, Volume A: Texts for Discussion ","Comber, Geoffrey",4577,4631,1,Storage,,,,,,,
"Touchpebbles, Volume A: Texts for Discussion ","Comber, Geoffrey",4578,4632,1,Storage,,,,,,,
"Touchpebbles, Volume A: Texts for Discussion ","Comber, Geoffrey",4579,4633,1,Storage,,,,,,,
"Touchpebbles, Volume A: Texts for Discussion ","Comber, Geoffrey",4580,4634,1,Storage,,,,,,,
"Touchpebbles, Volume A: Texts for Discussion ","Comber, Geoffrey",4581,4635,1,Storage,,,,,,,
"Touchpebbles, Volume A: Texts for Discussion ","Comber, Geoffrey",4582,4636,1,Storage,,,,,,,
"Touchpebbles, Volume A: Texts for Discussion ","Comber, Geoffrey",4583,4637,1,Storage,,,,,,,
"Touchpebbles, Volume B: Texts for Discussion ","Comber, Geoffrey",4465,4519,1,"5th grade classroom",,,,,,,
"Touchpebbles, Volume B: Texts for Discussion ","Comber, Geoffrey",4466,4520,1,"5th grade classroom",,,,,,,
"Touchpebbles, Volume B: Texts for Discussion ","Comber, Geoffrey",4467,4521,1,"5th grade classroom",,,,,,,
"Touchpebbles, Volume B: Texts for Discussion ","Comber, Geoffrey",4468,4522,1,"5th grade classroom",,,,,,,
"Touchpebbles, Volume B: Texts for Discussion ","Comber, Geoffrey",4469,4523,1,"5th grade classroom",,,,,,,
"Touchpebbles, Volume B: Texts for Discussion ","Comber, Geoffrey",4470,4524,1,"5th grade classroom",,,,,,,
"Touchpebbles, Volume B: Texts for Discussion ","Comber, Geoffrey",4471,4525,1,"5th grade classroom",,,,,,,
"Touchpebbles, Volume B: Texts for Discussion ","Comber, Geoffrey",4472,4526,1,"5th grade classroom",,,,,,,
"Touchpebbles, Volume B: Texts for Discussion ","Comber, Geoffrey",4994,5052,1,"4th grade classroom",,,,,,,
"Touchstones: Volume A (2004)",,4584,4638,1,Storage,,,,,,,
"Touchstones: Volume A (2004)",,4898,4954,1,Storage,,,,,,,
"Touchstones: Volume A (2004)",,4899,4955,1,Storage,,,,,,,
"Touchstones: Volume A (2004)",,4900,4956,1,Storage,,,,,,,
"Touchstones: Volume A (2004)",,4901,4957,1,Storage,,,,,,,
"Touchstones: Volume A (2004)",,4902,4958,1,Storage,,,,,,,
"Touchstones: Volume A (2004)",,4903,4959,1,Storage,,,,,,,
"Touchstones: Volume A (2004)",,4904,4960,1,Storage,,,,,,,
"Touchstones: Volume A (2004)",,4905,4961,1,Storage,,,,,,,
"Touchstones: Volume A (2004)",,4906,4962,1,Storage,,,,,,,
"Touchstones: Volume A (2004)",,4907,4963,1,Storage,,,,,,,
"Trouble River",,4961,5017,1,Fiction,,,,,,,
"Understanding the Scriptures Teacher's Manual","Dr. Scott Hahn",9195,9285,1,"9th grade classroom",,,,,,,
"Unusual Animals of the West",,6682,6744,1,Non-fiction,,,,,,,
"Usborne Internet-Linked Greeks",,4161,4202,1,"1st grade classroom",,,,,,,
"Usborne Internet-Linked Greeks",,4162,4203,1,"1st grade classroom",,,,,,,
"Usborne Internet-Linked Greeks",,5139,5197,1,"6th grade classroom",,,,,,,
"Usborne Mysteries & Marvels of Plant Life",,5156,5214,1,"Staff Use",,,,,,,
"Vocabu-Lit: Book F- Teacher Guide",,4891,4947,1,"6th grade classroom",,,,,,,
"Vocabu-Lit: Book G- Teacher Guide",,4884,4940,1,"6th grade classroom",,,,,,,
"Vocabulary from Classical Roots A Test Booklet",,9058,9143,1,"7th grade classroom",,,,,,,
"Vocabulary From Classical Roots B Test Booklet",,9059,9144,1,"7th grade classroom",,,,,,,
"Vocabulary from Latin and Greek Roots:",,4649,4703,1,"8th grade classroom",,,,,,,
"Vocabulary Workshop",,11619,11729,1,"11th grade classroom",,,,,,,
"Vocabulary Workshop",,11620,11730,1,"11th grade classroom",,,,,,,
"Vocabulary Workshop",,11621,11731,1,"11th grade classroom",,,,,,,
"Vocabulary Workshop Achieve",,11622,11732,1,"11th grade classroom",,,,,,,
"Vocabulary Workshop Achieve",,11623,11733,1,"11th grade classroom",,,,,,,
"Vocabulary Workshop Level A","Shostak, Jerome",4878,4934,1,Storage,,,,,,,
"Vocabulary Workshop Level B","Shostak, Jerome",4879,4935,1,Storage,,,,,,,
"Vocabulary Workshop Level C","Shostak, Jerome",4880,4936,1,Storage,,,,,,,
"Vocabulary Workshop Level D Teacher's Edition",Shostak,9480,9576,2,"9th grade classroom",,,,,,,
"Vocabulary Workshop Level E Teacher's Manual","Jerome Shostak",10748,10855,1,"12th grade classroom",,"Not For Loan",,,,,
"Vocabulary Workshop Level F Teacher's Edition",Shostak,9481,9577,2,"11th grade classroom",,,,,,,
"Vocabulary Workshop Level F Teacher's Edition",Shostak,11606,11716,1,"11th grade classroom",,,,,,,
"Vocabulary Workshop Level G Teacher's Edition","Jerome Shostak",10732,10839,1,"11th grade classroom",,,,,,,
"War Horse","Michael Morpurgo",11218,11326,1,"4th grade classroom",,,,,,,
"War Horse","Michael Morpurgo",11219,11327,1,"4th grade classroom",,,,,,,
"Wee Sing Bible Songs /",,6466,6528,1,"Staff Use",,,,,,,
"When an animal grows,","Selsam, Millicent Ellis,",11069,11176,1,Non-fiction,,,,,,,
"When Jesus was a lad /","Oetting, Rae.",11286,11394,1,"Catholic Resources",,,,,,,
"When Knights were Bold","Tappan, Eva March,",934,951,1,"3rd grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",935,952,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",4862,4918,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",4874,4930,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",4995,5053,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",5357,5415,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",5358,5416,1,NEW,,,,,,,
"When Knights were Bold","Tappan, Eva March,",5472,5531,1,NEW,,,,,,,
"When Knights were Bold","Tappan, Eva March,",5473,5532,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",6490,6552,1,"SJBS curriculum literature",,,,,,,
"When Knights were Bold","Tappan, Eva March,",6491,6553,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",6492,6554,1,"SJBS curriculum literature",,,,,,,
"When Knights were Bold","Tappan, Eva March,",8646,8728,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",8647,8729,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",8648,8730,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",8649,8731,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",8650,8732,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",8651,8733,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",9872,9970,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",9873,9971,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",9874,9972,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",9875,9973,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",9876,9974,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",9877,9975,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",9878,9976,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",9879,9977,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",9880,9978,1,"7th grade classroom",,,,,,,
"When Knights were Bold","Tappan, Eva March,",10158,10257,1,"7th grade classroom",,,,,,,
"Why Shakespeare?",,899,909,1,"Staff Use",,,,,,,
"Wilma Rudolph",,7729,7805,1,Non-fiction,,,,,,,
"Wordly Wise 3000 Book 6",,4896,4952,1,"6th grade classroom",,,,,,,
"Wordly Wise 3000 Book 7",,4897,4953,1,"7th grade classroom",,,,,,,
"Wordly Wise 3000 Book 8",,4908,4964,1,"8th grade classroom",,,,,,,
"World War I (First Books--America at War)","Tom McGowen",926,943,1,"Staff Use",,,,,,,
"World War II (First Books--America at War) [Paperback]","Tom McGowen ",982,999,1,"Staff Use",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 1",,1742,1767,1,"Staff Use",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 3",,1743,1768,1,"Staff Use",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 3",,4291,4334,1,"3rd grade classroom",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 3",,4292,4335,1,"3rd grade classroom",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 3",,4293,4336,1,"3rd grade classroom",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 3",,7531,7605,1,"3rd grade classroom",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 4",,1744,1769,1,"Staff Use",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 4",,7384,7450,1,"4th grade classroom",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 4",,7385,7451,1,"4th grade classroom",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 4",,7386,7452,1,"4th grade classroom",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 4",,7387,7453,1,"4th grade classroom",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 5",,4444,4490,1,"Staff Use",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 5",,7388,7454,1,"5th grade classroom",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 5",,7520,7594,1,"5th grade classroom",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 5",,7521,7595,1,"5th grade classroom",,,,,,,
"Writing Our Catholic Faith Handwriting- Grade 6",,1745,1770,1,"Staff Use",,,,,,,
"Writing Our Catholic Faith Handwriting- Kindergarten",,1741,1766,1,"Staff Use",,,,,,,
"Writing Our Catholic Faith Handwriting- Kindergarten",,7381,7447,1,CRK,,,,,,,
"Writing Our Catholic Faith Handwriting- Kindergarten",,7382,7448,1,CRK,,,,,,,
"Writing Our Catholic Faith Handwriting- Kindergarten",,7400,7466,1,CRK,,,,,,,
"Writing Our Catholic Faith Handwriting- Kindergarten",,7401,7467,1,CRK,,,,,,,
"Writing Our Catholic Faith Handwriting- Kindergarten",,8499,8581,1,CRK,,,,,,,
"Writing Our Catholic Faith Handwriting- Kindergarten",,8500,8582,1,CRK,,,,,,,
"You and Your Body",,10446,10547,1,"7th grade classroom",,,,,,,
"You and Your Body",,10447,10548,1,"7th grade classroom",,,,,,,
"You and Your Body",,10448,10549,1,"7th grade classroom",,,,,,,
"You and Your Body",,10449,10550,1,"7th grade classroom",,,,,,,
"You and Your Body",,10450,10551,1,"7th grade classroom",,,,,,,
"You and Your Body",,10451,10552,1,"7th grade classroom",,,,,,,
"You Can Understand the Bible :","Kreeft, Peter.",940,957,1,"6th grade classroom",,,,,,,
"Your Insides [Paperback]","Joanna Cole",928,945,1,"1st grade classroom",,,,,,,
"Great Mysteries of the Sea","Dolan, Edward F.,",1335,1357,1,Non-fiction,"001.9 Dol",,,,,,
"Cross Your Fingers, Spit in Your Hat","Schwartz, Alvin,",1334,1356,1,Non-fiction,"001.9 S",,,,,,
"Strange Mysteries from Around the World ","Simon, Seymour.",459,464,1,Non-fiction,"001.9 Sim",,,,Withdrawn,,
"Atlantis :","Donkin, Andrew.",460,465,1,Non-fiction,"001.94 Don",,,,,,
"The History of the Internet and the World Wide Web ","Wolinsky, Art.",473,478,1,Non-fiction,"004.67 Wol",,,,,,
"Kermit Learns Windows :","Resnick, Kathleen.",313,316,1,"Picture Books",005.4/3,,,,,,
"Let's Read About-- :","Cullinan, Bernice E.",5671,5730,1,"Staff Use","011.62 Cul",,,,,,
"The Internet Kids Yellow Pages","Polly, Jean Armour.",440,445,1,Non-fiction,"025.04 POL",,,,,,
"The Library of Alexandria ","Trumble, Kelly.",7313,7378,1,Non-fiction,"027.032 Tru",,,,,,
"The Library of Alexandria ","Trumble, Kelly.",7314,7379,1,Non-fiction,"027.032 Tru",,,,,,
"My Hometown Library","Jaspersohn, William.",461,466,1,Non-fiction,"027.4 Jas",,,,,,
"Great Books for Boys :","Odean, Kathleen.",3449,3489,1,Reference,"028.16241 Ode",,"Lost and Paid For",,Withdrawn,,
"Scholastic Children's Encyclopedia",,4341,4384,1,"2nd grade classroom",031,,,,,,
"Strange mysteries /","Gunning, Thomas G.",11343,11451,1,Non-fiction,031,,,,Withdrawn,,
"Charlie Brown's 'cyclopedia :",,10068,10167,1,Non-fiction,031/.02,,,,,,
"Charlie Brown's 'cyclopedia :",,10069,10168,1,Non-fiction,031/.02,,,,,,
"Charlie Brown's 'cyclopedia :",,10070,10169,1,Non-fiction,031/.02,,,,,,
"Charlie Brown's 'cyclopedia :",,10071,10170,1,Non-fiction,031/.02,,,,,,
"Children's First Encyclopedia",,10416,10516,1,Reference,"031 DEM",,,,,,
"Charlie Brown's 'cyclopedia :",,10067,10166,1,Non-fiction,031.02,,,,,,
"The book of totally useless information /","Voorhees, Don.",11829,11940,1,Non-fiction,031.02,,,,,,
"Far-Out Facts",,1336,1358,1,Non-fiction,"031.02 B",,,,,,
"Far-Out Facts",,1337,1359,1,Non-fiction,"031.02 B",,,,,,
"Scholastic Book of Firsts","Buckley, James,",483,488,1,Non-fiction,"031.02 B",,,,,,
"The Big Book of Questions and Answers",,1413,1435,1,Non-fiction,"031.02 Bar",,,,,,
"Scholastic Book of Lists","Buckley, James,",44,45,1,Non-fiction,"031.02 Buc",,,,,,
"The Kingfisher Facts and Records Book",,462,467,1,Non-fiction,"031.02 K",,,,,,
"Where fish go in winter and answers to other great mysteries ","Koss, Amy Goldman,",7035,7098,1,Non-fiction,"031.02 Kos",,,,,,
"Dateline Soweto :","Finnegan, William.",1338,1360,1,Non-fiction,070.92,,,,,,
Iroquois,,2797,2835,1,Non-fiction,"074.7004 McI",,,,,,
"Martin de Porres,","Tarry, Ellen,",10088,10187,1,"Catholic Resources",092,,,,,,
"Being Human :",,996,1013,1,"Staff Use",128,,,,,,
"Civil War Ghosts","Cohen, Daniel,",2122,2155,1,Non-fiction,"133.10973 Coh",,,,,,
"Opt :","Baum, Arline.",11968,12081,1,Non-fiction,"152 B",,,,,,
"Tasha Tudor's Five senses.","Tudor, Tasha.",6006,6065,1,Non-fiction,"152.1 Tud",,,,,,
"Walter Wick's optical tricks.","Wick, Walter,",9399,9493,1,Non-fiction,"152.14 WIC",,,,,,
"Left or Right? ","Rehm, Karl M.",6903,6966,1,"Picture Books","152.335 R",,,,,,
"A Children's Book about Being Forgetful ","Berry, Joy Wilt.",6764,6827,1,CRK,153.1/25,,,,,,
"A Children's Book about Cheating","Berry, Joy Wilt.",6765,6828,1,CRK,153.1/25,,,,,,
"A Children's Book about Cheating","Berry, Joy Wilt.",6766,6829,1,"00PreK classroom",153.1/25,,,,,,
"A Children's Book About Complaining /","Berry, Joy Wilt.",6083,6142,1,"00PreK classroom","153.8 Ber",,,,,,
"A Children's Book About Complaining /","Berry, Joy Wilt.",6768,6831,1,CRK,"153.8 Ber",,,,,,
People,"Spier, Peter.",457,462,1,Non-fiction,"155.2 S OVERSIZE",,,,,,
"Our Strange New Land","Hermes, Patricia.",2924,2962,1,Series,"1609 Pt. 1  [Fic] Her",,,,,,
"The Starving Time","Hermes, Patricia.",3538,3578,1,Series,"1609 Pt. 2 [Fic] Her",,,,,,
"A Journey to the New World ","Lasky, Kathryn.",3546,3586,1,Series,"1620 [Fic] Las",,,,,,
"A Journey to the New World ","Lasky, Kathryn.",3547,3587,1,Series,"1620 [Fic] Las",,,,,,
"A Journey to the New World ","Lasky, Kathryn.",3548,3588,1,Series,"1620 [Fic] Las",,,,,,
"Hope for the flowers","Paulus, Trina.",1339,1361,1,Non-fiction,"170 P",,,,,,
"Following Rules ","Nelson, Robin,",466,471,1,"Easy Readers","170.8 N",,,,,,
"Standing in the Light :","Osborne, Mary Pope.",5510,5569,1,Series,"1763 [Fic] Osb",,,,,,
"A Children's Book about Being Rude ","Berry, Joy Wilt.",4012,4053,1,CRK,177.1,,,,,,
"A Children's Book about Being Rude ","Berry, Joy Wilt.",6771,6834,1,"00PreK classroom",177.1,,,,,,
"A Children's Book about Teasing","Berry, Joy Wilt.",4001,4042,1,CRK,177.1,,,,,,
"A Children's Book about Teasing","Berry, Joy Wilt.",4024,4065,1,"00PreK classroom",177.1,,,,,,
"A Children's Book about Tattling","Berry, Joy Wilt.",4010,4051,1,CRK,177.2,,,,,,
"A Children's Book about Tattling","Berry, Joy Wilt.",4146,4187,1,"00PreK classroom",177.2,,"Lost and Paid For",,Withdrawn,,
"A Children's Book about Whining","Berry, Joy Wilt.",6770,6833,1,Non-fiction,"177.2 B",,,,,,
"A Children's Book about Interrupting","Berry, Joy Wilt.",6763,6826,1,CRK,177.3,,,,,,
"A Children's Book about Lying ","Berry, Joy Wilt.",4013,4054,1,CRK,177.3,,,,,,
"A Children's Book about Lying ","Berry, Joy Wilt.",6769,6832,1,"00PreK classroom",177.3,,,,,,
"The Journal of William Thomas Emerson, A Revolutionary War Patriot /","Denenberg, Barry.",5535,5594,1,Series,"1774 [Fic] Den",,,,,,
"Five Smooth Stones","Gregory, Kristiana.",1911,1941,1,Series,"1776 [Fic] Gre",,,,,,
"Five Smooth Stones","Gregory, Kristiana.",5509,5568,1,Series,"1776 [Fic] Gre",,,,,,
"The Winter of Red Snow :","Gregory, Kristiana.",5511,5570,1,Series,"1777 [Fic] Gre",,,,,,
"The Winter of Red Snow :","Gregory, Kristiana.",5512,5571,1,Series,"1777 [Fic] Gre",,,,,,
"The Winter of Red Snow :","Gregory, Kristiana.",5513,5572,1,Series,"1777 [Fic] Gre",,,,,,
"The Winter of Red Snow :","Gregory, Kristiana.",5514,5573,1,"4th grade classroom","1777 [Fic] Gre",,,,,,
"The Winter of Red Snow :","Gregory, Kristiana.",6709,6772,1,"5th grade classroom","1777 [Fic] Gre",,,,,,
"Cookies :","Rosenthal, Amy Krouse.",10730,10837,1,Non-fiction,"179 ROS",,,,,,
"A Children's Book about Being Destructive","Berry, Joy Wilt.",4006,4047,1,CRK,179.8,,,,,,
"A Children's Book about Being Lazy","Berry, Joy Wilt.",4008,4049,1,CRK,179.8,,,,,,
"A Children's Book about Being Lazy","Berry, Joy Wilt.",6773,6836,1,"00PreK classroom",179.8,,,,,,
"A Children's Book about Being Mean ","Berry, Joy Wilt.",4005,4046,1,CRK,179.8,,,,,,
"A Children's Book about Being Selfish","Berry, Joy Wilt.",4003,4044,1,CRK,179.8,,,,,,
"A Children's Book about Being Selfish","Berry, Joy Wilt.",6772,6835,1,"00PreK classroom",179.8,,,,,,
"A Children's Book about Showing Off","Berry, Joy Wilt.",4009,4050,1,CRK,179.8,,,,,,
"A Children's Book about Stealing","Berry, Joy Wilt.",3999,4040,1,CRK,179.8,,,,,,
"A Children's Book about Cheating","Berry, Joy Wilt.",6767,6830,1,Non-fiction,"179.8 B",,,,,,
"Being Fair ","Nelson, Robin,",468,473,1,"Easy Readers","179.9 N",,,,,,
"Respecting Others ","Nelson, Robin,",467,472,1,"Easy Readers","179.9 N",,,,,,
